subid,horizon,choice_time,type,side,stim_1,stim_2,calculation,accuracy,mult_rew,add_rew,trial_nr,game_nr,time_elapsed
1816,8,13504,add,left,13,15,28,1,41,42,8,-1,504850
4866,5,2194,mult,right,-1,-1,-1,-1,41,52,1,-2,64044764
4866,5,519,mult,right,-1,-1,-1,-1,46,60,2,-2,64046293
4866,5,491,add,left,-1,-1,-1,-1,22,47,3,-2,64047792
4866,5,506,add,left,-1,-1,-1,-1,37,54,4,-2,64049307
4866,5,9740,add,left,12,21,33,1,44,46,5,-2,64060059
4866,8,736,mult,right,-1,-1,-1,-1,75,43,1,-1,64065141
4866,8,377,mult,right,-1,-1,-1,-1,56,53,2,-1,64066527
4866,8,302,add,left,-1,-1,-1,-1,62,40,3,-1,64067839
4866,8,572,add,left,-1,-1,-1,-1,83,44,4,-1,64069423
4866,8,5781,mult,right,4,6,24,1,70,43,5,-1,64076214
4866,8,1476,mult,right,1,16,16,1,76,42,6,-1,64078703
4866,8,967,mult,right,1,10,10,1,60,44,7,-1,64080678
4866,8,7640,mult,right,8,13,104,1,64,27,8,-1,64089328
4862,5,935,add,left,-1,-1,-1,-1,54,28,1,-2,294994
4862,5,570,mult,right,-1,-1,-1,-1,64,40,2,-2,296574
4862,5,476,mult,right,-1,-1,-1,-1,49,30,3,-2,298060
4862,5,478,add,left,-1,-1,-1,-1,67,63,4,-2,299547
4862,5,7833,mult,right,1,11,11,1,51,63,5,-2,308389
4862,8,694,add,left,-1,-1,-1,-1,52,27,1,-1,312216
4862,8,363,mult,right,-1,-1,-1,-1,59,26,2,-1,313586
4862,8,344,add,left,-1,-1,-1,-1,56,28,3,-1,314937
4862,8,405,add,left,-1,-1,-1,-1,57,26,4,-1,316353
4862,8,6934,add,left,6,17,23,1,54,43,5,-1,324294
4862,8,3054,add,left,20,23,43,1,68,41,6,-1,328357
4862,8,2673,add,left,7,18,25,1,42,30,7,-1,332037
4862,8,2828,mult,right,10,15,150,1,62,40,8,-1,335873
4418,5,1877,mult,left,-1,-1,-1,-1,29,63,1,-2,478238
4418,5,37,mult,left,-1,-1,-1,-1,48,54,2,-2,479287
4418,5,985,mult,left,-1,-1,-1,-1,51,80,3,-2,481285
4418,5,719,add,right,-1,-1,-1,-1,50,55,4,-2,483015
4418,5,21661,mult,left,5,21,105,1,38,67,5,-2,505687
4418,8,1339,add,right,-1,-1,-1,-1,79,36,1,-1,521864
4418,8,478,add,right,-1,-1,-1,-1,80,47,2,-1,523352
4418,8,603,mult,left,-1,-1,-1,-1,68,20,3,-1,524967
4418,8,590,add,right,-1,-1,-1,-1,83,52,4,-1,526568
4418,8,28352,mult,left,18,20,360,1,66,46,5,-1,555931
4418,8,4379,add,right,11,22,33,1,79,49,6,-1,561319
4418,8,4486,mult,left,2,9,18,1,77,49,7,-1,566816
4418,8,7006,mult,left,3,15,45,1,84,25,8,-1,574834
454,5,2259,mult,left,-1,-1,-1,-1,57,56,1,-2,294486
454,5,993,mult,left,-1,-1,-1,-1,62,73,2,-2,296486
454,5,802,add,right,-1,-1,-1,-1,58,39,3,-2,298298
454,5,587,add,right,-1,-1,-1,-1,60,44,4,-2,299892
454,5,25865,mult,left,12,15,180,1,65,50,5,-2,326768
454,8,1481,add,right,-1,-1,-1,-1,56,13,1,-1,331095
454,8,626,mult,left,-1,-1,-1,-1,66,46,2,-1,332732
454,8,499,mult,left,-1,-1,-1,-1,53,25,3,-1,334238
454,8,363,mult,left,-1,-1,-1,-1,69,18,4,-1,335610
454,8,12475,mult,left,2,12,24,1,58,35,5,-1,349096
454,8,11036,add,right,7,17,24,1,80,20,6,-1,361142
454,8,23960,-1,-1,22,22,264,0,66,37,7,-1,386110
454,8,3621,add,right,21,21,42,1,52,37,8,-1,390738
4787,5,2538,mult,left,-1,-1,-1,-1,50,49,1,-2,364827
4787,5,599,add,right,-1,-1,-1,-1,60,65,2,-2,366435
4787,5,693,mult,left,-1,-1,-1,-1,68,62,3,-2,368139
4787,5,928,mult,left,-1,-1,-1,-1,55,41,4,-2,370078
4787,5,40559,mult,left,8,17,136,1,62,55,5,-2,411647
4787,8,1124,add,right,-1,-1,-1,-1,43,49,1,-1,417733
4787,8,715,add,right,-1,-1,-1,-1,32,47,2,-1,419459
4787,8,474,mult,left,-1,-1,-1,-1,42,49,3,-1,420944
4787,8,579,mult,left,-1,-1,-1,-1,40,62,4,-1,422534
4787,8,10036,mult,left,8,14,112,1,41,42,5,-1,433580
4787,8,4034,mult,left,6,7,42,1,49,58,6,-1,438626
4787,8,28260,mult,left,12,14,168,1,44,50,7,-1,467897
4787,8,1580,mult,left,8,11,88,1,29,61,8,-1,470488
1999,5,2586,mult,left,-1,-1,-1,-1,56,42,1,-2,337512
1999,5,815,mult,left,-1,-1,-1,-1,45,59,2,-2,339336
1999,5,727,add,right,-1,-1,-1,-1,46,60,3,-2,341072
1999,5,637,mult,left,-1,-1,-1,-1,29,48,4,-2,342718
1999,5,9928,add,right,1,3,4,1,45,54,5,-2,353654
1999,8,1331,add,right,-1,-1,-1,-1,69,71,1,-1,358859
1999,8,528,mult,left,-1,-1,-1,-1,46,55,2,-1,360396
1999,8,404,add,right,-1,-1,-1,-1,48,69,3,-1,361809
1999,8,389,mult,left,-1,-1,-1,-1,65,48,4,-1,363208
1999,8,6678,add,right,12,23,35,1,65,64,5,-1,370895
1999,8,2906,add,right,22,22,44,1,54,61,6,-1,374806
1999,8,25814,mult,left,9,15,135,1,56,56,7,-1,401627
1999,8,2608,add,right,7,20,27,1,60,54,8,-1,405244
4904,5,2540,mult,left,-1,-1,-1,-1,57,41,1,-2,335375
4904,5,1314,mult,left,-1,-1,-1,-1,47,47,2,-2,337696
4904,5,415,add,right,-1,-1,-1,-1,57,35,3,-2,339117
4904,5,375,add,right,-1,-1,-1,-1,55,37,4,-2,340498
4904,5,30113,mult,left,15,18,270,1,40,42,5,-2,371617
4904,8,1319,mult,left,-1,-1,-1,-1,45,61,1,-1,376420
4904,8,989,mult,left,-1,-1,-1,-1,45,63,2,-1,378415
4904,8,370,add,right,-1,-1,-1,-1,37,57,3,-1,379792
4904,8,399,add,right,-1,-1,-1,-1,42,56,4,-1,381197
4904,8,5611,add,right,14,20,34,1,49,57,5,-1,387814
4904,8,27777,add,right,18,19,37,1,40,51,6,-1,416596
4904,8,28593,mult,left,13,19,247,1,32,41,7,-1,446193
4904,8,2338,add,right,5,20,25,1,42,45,8,-1,449536
4719,5,2502,mult,right,-1,-1,-1,-1,59,49,1,-2,250733
4719,5,950,add,left,-1,-1,-1,-1,59,45,2,-2,252698
4719,5,1258,mult,right,-1,-1,-1,-1,71,47,3,-2,254964
4719,5,870,add,left,-1,-1,-1,-1,66,57,4,-2,256848
4719,5,4891,mult,right,1,11,11,1,48,51,5,-2,262751
4719,8,1252,mult,right,-1,-1,-1,-1,63,41,1,-1,267070
4719,8,385,add,left,-1,-1,-1,-1,51,54,2,-1,268468
4719,8,433,add,left,-1,-1,-1,-1,50,29,3,-1,269915
4719,8,327,mult,right,-1,-1,-1,-1,49,28,4,-1,271252
4719,8,5351,mult,right,5,21,105,1,63,35,5,-1,277616
4719,8,7564,add,left,17,22,39,1,50,49,6,-1,286189
4719,8,2761,mult,right,1,17,17,1,53,43,7,-1,289964
4719,8,1570,mult,right,2,12,24,1,55,41,8,-1,292548
2737,5,2530,add,right,-1,-1,-1,-1,48,49,1,-2,249329
2737,5,1179,mult,left,-1,-1,-1,-1,32,44,2,-2,251516
2737,5,1178,add,right,-1,-1,-1,-1,19,54,3,-2,253700
2737,5,1408,mult,left,-1,-1,-1,-1,47,46,4,-2,256114
2737,5,12329,add,right,2,24,26,1,53,44,5,-2,269450
2737,8,2134,add,right,-1,-1,-1,-1,39,66,1,-1,274978
2737,8,656,add,right,-1,-1,-1,-1,43,70,2,-1,276641
2737,8,512,mult,left,-1,-1,-1,-1,43,57,3,-1,278159
2737,8,581,mult,left,-1,-1,-1,-1,34,66,4,-1,279747
2737,8,4882,add,right,4,14,18,1,27,69,5,-1,285636
2737,8,12238,add,right,15,17,32,1,59,84,6,-1,298880
2737,8,2610,add,right,7,23,30,1,41,65,7,-1,302496
2737,8,4195,mult,left,5,7,35,1,44,68,8,-1,307698
1140,5,1465,mult,right,-1,-1,-1,-1,27,51,1,-2,330397
1140,5,745,add,left,-1,-1,-1,-1,49,56,2,-2,332150
1140,5,616,add,left,-1,-1,-1,-1,33,38,3,-2,333773
1140,5,617,mult,right,-1,-1,-1,-1,44,45,4,-2,335400
1140,5,10145,add,left,19,20,39,1,40,41,5,-2,346553
1140,8,1312,mult,right,-1,-1,-1,-1,50,62,1,-1,353596
1140,8,427,add,left,-1,-1,-1,-1,54,72,2,-1,355030
1140,8,606,mult,right,-1,-1,-1,-1,37,62,3,-1,356648
1140,8,364,mult,right,-1,-1,-1,-1,33,49,4,-1,358024
1140,8,2482,add,left,12,12,24,1,37,65,5,-1,361515
1140,8,7924,add,left,2,18,20,1,47,62,6,-1,370446
1140,8,5318,mult,right,3,9,27,1,41,61,7,-1,376773
1140,8,2022,add,left,2,10,12,1,49,62,8,-1,379801
4717,5,2157,mult,left,-1,-1,-1,-1,46,48,1,-2,238035
4717,5,1707,add,right,-1,-1,-1,-1,28,43,2,-2,240751
4717,5,660,mult,left,-1,-1,-1,-1,38,59,3,-2,242421
4717,5,708,add,right,-1,-1,-1,-1,37,48,4,-2,244138
4717,5,7030,mult,left,10,18,180,1,48,60,5,-2,252181
4717,8,1627,add,right,-1,-1,-1,-1,40,47,1,-1,258607
4717,8,379,mult,left,-1,-1,-1,-1,44,50,2,-1,259998
4717,8,818,add,right,-1,-1,-1,-1,36,47,3,-1,261823
4717,8,506,mult,left,-1,-1,-1,-1,44,48,4,-1,263339
4717,8,5973,add,right,17,23,40,1,37,60,5,-1,270324
4717,8,4882,add,right,11,18,29,1,49,54,6,-1,276217
4717,8,7781,add,right,13,17,30,1,28,55,7,-1,285006
4717,8,5648,add,right,12,21,33,1,52,43,8,-1,291663
4880,5,4774,add,right,-1,-1,-1,-1,47,50,1,-2,281717
4880,5,980,mult,left,-1,-1,-1,-1,43,49,2,-2,283707
4880,5,628,add,right,-1,-1,-1,-1,63,59,3,-2,285348
4880,5,776,mult,left,-1,-1,-1,-1,74,58,4,-2,287138
4880,5,8295,mult,left,6,6,36,1,56,54,5,-2,296440
4880,8,1847,mult,left,-1,-1,-1,-1,35,64,1,-1,301528
4880,8,644,mult,left,-1,-1,-1,-1,53,49,2,-1,303186
4880,8,510,mult,left,-1,-1,-1,-1,36,48,3,-1,304709
4880,8,697,add,right,-1,-1,-1,-1,21,49,4,-1,306420
4880,8,5117,mult,left,7,13,91,1,30,52,5,-1,312551
4880,8,6291,mult,left,6,10,60,1,42,35,6,-1,319855
4880,8,5296,mult,left,8,9,72,1,33,53,7,-1,326165
4880,8,7057,mult,left,2,24,48,1,37,55,8,-1,334232
4360,5,3895,mult,left,-1,-1,-1,-1,70,54,1,-2,314530
4360,5,591,mult,left,-1,-1,-1,-1,74,36,2,-2,316132
4360,5,571,add,right,-1,-1,-1,-1,63,57,3,-2,317712
4360,5,533,add,right,-1,-1,-1,-1,58,44,4,-2,319255
4360,5,10069,add,right,6,7,13,1,59,62,5,-2,330331
4360,8,1807,add,right,-1,-1,-1,-1,55,46,1,-1,334889
4360,8,457,add,right,-1,-1,-1,-1,60,34,2,-1,336356
4360,8,506,mult,left,-1,-1,-1,-1,42,42,3,-1,337873
4360,8,477,add,right,-1,-1,-1,-1,56,31,4,-1,339361
4360,8,3069,mult,left,10,10,100,1,61,45,5,-1,343437
4360,8,6170,add,right,22,24,46,1,65,40,6,-1,350617
4360,8,5615,mult,left,2,8,16,1,57,27,7,-1,357241
4360,8,8774,mult,left,1,20,20,1,59,27,8,-1,367028
4910,5,2915,mult,right,-1,-1,-1,-1,51,38,1,-2,250589
4910,5,359,add,left,-1,-1,-1,-1,58,42,2,-2,251979
4910,5,571,add,left,-1,-1,-1,-1,50,29,3,-2,253593
4910,5,295,add,left,-1,-1,-1,-1,56,25,4,-2,254921
4910,5,6159,mult,right,4,9,36,1,66,18,5,-2,262114
4910,8,1697,add,left,-1,-1,-1,-1,42,62,1,-1,266496
4910,8,453,mult,right,-1,-1,-1,-1,46,61,2,-1,267983
4910,8,427,mult,right,-1,-1,-1,-1,38,66,3,-1,269452
4910,8,395,add,left,-1,-1,-1,-1,38,57,4,-1,270878
4910,8,6311,-1,-1,11,17,177,0,38,64,5,-1,278227
4910,8,4241,add,left,8,8,16,1,36,57,6,-1,283499
4910,8,10921,mult,right,9,19,171,1,34,55,7,-1,295451
4910,8,5769,mult,right,9,20,180,1,50,67,8,-1,302251
3680,5,3541,add,right,-1,-1,-1,-1,62,47,1,-2,436660
3680,5,701,add,right,-1,-1,-1,-1,47,57,2,-2,438376
3680,5,1053,mult,left,-1,-1,-1,-1,38,59,3,-2,440439
3680,5,2124,mult,left,-1,-1,-1,-1,52,59,4,-2,443576
3680,5,7877,add,right,6,10,16,1,50,58,5,-2,452463
3680,8,1317,mult,left,-1,-1,-1,-1,67,32,1,-1,456785
3680,8,403,add,right,-1,-1,-1,-1,62,40,2,-1,458198
3680,8,394,mult,left,-1,-1,-1,-1,58,39,3,-1,459601
3680,8,846,mult,left,-1,-1,-1,-1,68,32,4,-1,461458
3680,8,2582,add,right,5,9,14,1,76,42,5,-1,465051
3680,8,4242,-1,-1,8,14,108,0,73,37,6,-1,470303
3680,8,10650,mult,left,8,23,184,1,74,30,7,-1,481965
3680,8,2113,mult,left,1,22,22,1,65,45,8,-1,485090
2471,5,1890,add,left,-1,-1,-1,-1,43,47,1,-2,193684
2471,5,439,mult,right,-1,-1,-1,-1,56,65,2,-2,195133
2471,5,597,add,left,-1,-1,-1,-1,53,58,3,-2,196737
2471,5,595,add,left,-1,-1,-1,-1,48,72,4,-2,198340
2471,5,3414,mult,right,4,9,36,1,46,65,5,-2,202760
2471,8,1961,mult,right,-1,-1,-1,-1,45,38,1,-1,207605
2471,8,531,add,left,-1,-1,-1,-1,52,37,2,-1,209148
2471,8,419,add,left,-1,-1,-1,-1,47,48,3,-1,210577
2471,8,388,mult,right,-1,-1,-1,-1,41,41,4,-1,211971
2471,8,1919,add,left,8,14,22,1,55,44,5,-1,214897
2471,8,3344,mult,right,6,15,90,1,62,49,6,-1,219248
2471,8,4366,mult,right,7,15,105,1,52,39,7,-1,224624
2471,8,2567,add,left,11,23,34,1,57,32,8,-1,228198
973,5,6040,add,right,-1,-1,-1,-1,46,59,1,-2,493455
973,5,1252,mult,left,-1,-1,-1,-1,55,53,2,-2,495716
973,5,662,add,right,-1,-1,-1,-1,28,56,3,-2,497390
973,5,689,mult,left,-1,-1,-1,-1,33,43,4,-2,499088
973,5,7661,add,right,12,14,26,1,44,54,5,-2,507759
973,8,2331,add,right,-1,-1,-1,-1,41,62,1,-1,514410
973,8,452,mult,left,-1,-1,-1,-1,44,65,2,-1,515873
973,8,468,add,right,-1,-1,-1,-1,48,53,3,-1,517352
973,8,522,mult,left,-1,-1,-1,-1,39,64,4,-1,518886
973,8,6546,add,right,21,23,44,1,37,58,5,-1,526443
973,8,5040,add,right,13,23,36,1,29,67,6,-1,532492
973,8,6067,mult,left,10,16,160,1,26,53,7,-1,539571
973,8,8279,mult,left,3,6,18,1,37,50,8,-1,548862
4574,5,1796,mult,left,-1,-1,-1,-1,29,41,1,-2,211111
4574,5,577,mult,left,-1,-1,-1,-1,43,60,2,-2,212706
4574,5,567,add,right,-1,-1,-1,-1,38,48,3,-2,214278
4574,5,619,mult,left,-1,-1,-1,-1,46,31,4,-2,215914
4574,5,5953,add,right,1,22,23,1,33,42,5,-2,222873
4574,8,792,add,right,-1,-1,-1,-1,45,65,1,-1,226381
4574,8,407,add,right,-1,-1,-1,-1,43,44,2,-1,227804
4574,8,593,mult,left,-1,-1,-1,-1,49,62,3,-1,229409
4574,8,976,add,right,-1,-1,-1,-1,34,54,4,-1,231408
4574,8,5196,add,right,14,23,37,1,58,61,5,-1,237622
4574,8,2565,add,right,5,16,21,1,43,50,6,-1,241203
4574,8,2915,add,right,9,20,29,1,50,66,7,-1,245126
4574,8,3556,add,right,15,23,38,1,43,51,8,-1,249698
2423,5,4324,add,right,-1,-1,-1,-1,44,33,1,-2,1404647
2423,5,2496,mult,left,-1,-1,-1,-1,64,53,2,-2,1408143
2423,5,2142,mult,left,-1,-1,-1,-1,40,37,3,-2,1411286
2423,5,2886,add,right,-1,-1,-1,-1,49,40,4,-2,1415177
2423,5,66341,mult,left,13,23,299,1,55,43,5,-2,1482519
2423,8,1928,mult,left,-1,-1,-1,-1,62,48,1,-1,1488285
2423,8,592,add,right,-1,-1,-1,-1,43,55,2,-1,1489881
2423,8,635,add,right,-1,-1,-1,-1,57,39,3,-1,1491518
2423,8,572,mult,left,-1,-1,-1,-1,62,59,4,-1,1493092
2423,8,24892,mult,left,4,18,72,1,69,55,5,-1,1518987
2423,8,12818,mult,left,5,18,90,1,66,67,6,-1,1532807
2423,8,54611,mult,left,17,22,374,1,53,43,7,-1,1588421
2423,8,11934,mult,left,6,14,84,1,60,49,8,-1,1601356
4532,5,2305,add,right,-1,-1,-1,-1,65,58,1,-2,269889
4532,5,607,mult,left,-1,-1,-1,-1,52,59,2,-2,271503
4532,5,561,mult,left,-1,-1,-1,-1,60,48,3,-2,273071
4532,5,494,add,right,-1,-1,-1,-1,53,62,4,-2,274574
4532,5,11034,-1,-1,9,17,17,0,60,65,5,-2,286615
4532,8,4466,add,right,-1,-1,-1,-1,52,64,1,-1,295372
4532,8,428,mult,left,-1,-1,-1,-1,40,58,2,-1,296808
4532,8,456,mult,left,-1,-1,-1,-1,35,47,3,-1,298275
4532,8,496,add,right,-1,-1,-1,-1,48,64,4,-1,299779
4532,8,13623,-1,-1,5,23,87,0,38,64,5,-1,314410
4532,8,17710,mult,left,15,16,240,1,53,71,6,-1,333129
4532,8,5050,add,right,6,12,18,1,48,54,7,-1,339189
4532,8,9147,mult,left,8,17,136,1,42,60,8,-1,349343
1676,5,15954,add,left,-1,-1,-1,-1,32,70,1,-2,849445
1676,5,1447,mult,right,-1,-1,-1,-1,48,57,2,-2,851899
1676,5,315,mult,right,-1,-1,-1,-1,50,60,3,-2,853220
1676,5,1298,mult,right,-1,-1,-1,-1,33,70,4,-2,855524
1676,5,33714,mult,right,2,13,26,1,49,49,5,-2,890243
1676,8,3382,mult,right,-1,-1,-1,-1,65,40,1,-1,900876
1676,8,1106,mult,right,-1,-1,-1,-1,67,49,2,-1,902988
1676,8,514,mult,right,-1,-1,-1,-1,48,61,3,-1,904508
1676,8,1321,add,left,-1,-1,-1,-1,70,65,4,-1,906835
1676,8,9667,add,left,6,9,15,1,54,28,5,-1,917508
1676,8,2161,mult,right,2,4,8,1,60,41,6,-1,920675
1676,8,14626,-1,-1,13,23,209,0,64,49,7,-1,936307
1676,8,5674,mult,right,4,24,96,1,56,35,8,-1,942987
4873,5,3237,mult,right,-1,-1,-1,-1,42,39,1,-2,516745
4873,5,711,mult,right,-1,-1,-1,-1,57,40,2,-2,518463
4873,5,628,add,left,-1,-1,-1,-1,40,38,3,-2,520099
4873,5,512,add,left,-1,-1,-1,-1,66,33,4,-2,521617
4873,5,19043,add,left,13,22,35,1,52,38,5,-2,541667
4873,8,1590,mult,right,-1,-1,-1,-1,32,54,1,-1,545990
4873,8,445,mult,right,-1,-1,-1,-1,28,61,2,-1,547444
4873,8,320,mult,right,-1,-1,-1,-1,43,61,3,-1,548770
4873,8,546,add,left,-1,-1,-1,-1,27,63,4,-1,550321
4873,8,6581,add,left,21,24,45,1,39,58,5,-1,557910
4873,8,3551,add,left,6,24,30,1,55,51,6,-1,562471
4873,8,9437,add,left,4,19,23,1,38,56,7,-1,572917
4873,8,5183,add,left,9,16,25,1,35,59,8,-1,579108
4568,5,2278,add,right,-1,-1,-1,-1,69,28,1,-2,314493
4568,5,841,mult,left,-1,-1,-1,-1,68,28,2,-2,316341
4568,5,610,mult,left,-1,-1,-1,-1,78,29,3,-2,317957
4568,5,592,add,right,-1,-1,-1,-1,60,23,4,-2,319559
4568,5,8327,mult,left,1,20,20,1,77,45,5,-2,328893
4568,8,1087,mult,left,-1,-1,-1,-1,44,58,1,-1,333509
4568,8,429,mult,left,-1,-1,-1,-1,29,48,2,-1,334945
4568,8,304,mult,left,-1,-1,-1,-1,51,54,3,-1,336255
4568,8,337,add,right,-1,-1,-1,-1,34,65,4,-1,337599
4568,8,4120,mult,left,8,10,80,1,39,58,5,-1,342725
4568,8,2139,mult,left,7,20,140,1,42,66,6,-1,345871
4568,8,2287,add,right,2,7,9,1,39,50,7,-1,349165
4568,8,2097,add,right,2,3,5,1,32,57,8,-1,352268
2441,5,4568,mult,right,-1,-1,-1,-1,58,55,1,-2,393979
2441,5,3741,add,left,-1,-1,-1,-1,46,41,2,-2,398730
2441,5,1702,mult,right,-1,-1,-1,-1,51,36,3,-2,401443
2441,5,1097,add,left,-1,-1,-1,-1,37,36,4,-2,403549
2441,5,27010,mult,right,15,17,255,1,51,30,5,-2,431567
2441,8,1931,mult,right,-1,-1,-1,-1,61,58,1,-1,438032
2441,8,960,add,left,-1,-1,-1,-1,49,57,2,-1,440002
2441,8,638,add,left,-1,-1,-1,-1,46,64,3,-1,441647
2441,8,1477,add,left,-1,-1,-1,-1,38,66,4,-1,444134
2441,8,5314,mult,right,5,9,45,1,69,64,5,-1,450456
2441,8,14049,mult,right,3,14,42,1,49,45,6,-1,465515
2441,8,4948,add,left,1,2,3,1,61,66,7,-1,471471
2441,8,10378,add,left,1,14,15,1,59,61,8,-1,482859
2845,5,2030,mult,left,-1,-1,-1,-1,64,51,1,-2,297294
2845,5,297,mult,left,-1,-1,-1,-1,60,69,2,-2,298608
2845,5,1243,add,right,-1,-1,-1,-1,66,53,3,-2,300868
2845,5,1151,mult,left,-1,-1,-1,-1,62,64,4,-2,303035
2845,5,2897,mult,left,10,13,130,1,66,57,5,-2,306946
2845,8,1354,add,right,-1,-1,-1,-1,45,52,1,-1,311388
2845,8,463,mult,left,-1,-1,-1,-1,36,56,2,-1,312872
2845,8,278,mult,left,-1,-1,-1,-1,40,49,3,-1,314169
2845,8,534,add,right,-1,-1,-1,-1,42,60,4,-1,315724
2845,8,1800,mult,left,4,11,44,1,38,62,5,-1,318543
2845,8,29123,mult,left,16,21,336,1,37,60,6,-1,348684
2845,8,5736,-1,-1,6,23,148,0,41,56,7,-1,355439
2845,8,2185,mult,left,16,20,320,1,24,68,8,-1,358643
2777,5,1920,mult,left,-1,-1,-1,-1,32,61,1,-2,460194
2777,5,515,add,right,-1,-1,-1,-1,42,67,2,-2,461716
2777,5,472,mult,left,-1,-1,-1,-1,38,63,3,-2,463195
2777,5,477,mult,left,-1,-1,-1,-1,29,81,4,-2,464683
2777,5,12846,-1,-1,12,13,106,0,40,78,5,-2,478536
2777,8,1054,add,right,-1,-1,-1,-1,57,55,1,-1,484362
2777,8,447,mult,left,-1,-1,-1,-1,71,71,2,-1,485818
2777,8,971,add,right,-1,-1,-1,-1,45,50,3,-1,487800
2777,8,333,mult,left,-1,-1,-1,-1,58,58,4,-1,489144
2777,8,9976,mult,left,2,4,8,1,50,85,5,-1,500126
2777,8,12207,-1,-1,16,21,224,0,72,47,6,-1,513340
2777,8,55797,add,right,9,12,21,1,56,61,7,-1,570148
2777,8,11010,mult,left,9,17,153,1,57,41,8,-1,582170
1122,5,956,add,left,-1,-1,-1,-1,58,47,1,-2,155689
1122,5,437,add,left,-1,-1,-1,-1,56,51,2,-2,157138
1122,5,480,mult,right,-1,-1,-1,-1,48,44,3,-2,158629
1122,5,397,mult,right,-1,-1,-1,-1,54,61,4,-2,160038
1122,5,4679,mult,right,4,8,32,1,57,43,5,-2,165729
1122,8,891,add,left,-1,-1,-1,-1,38,71,1,-1,169054
1122,8,395,mult,right,-1,-1,-1,-1,35,53,2,-1,170460
1122,8,337,mult,right,-1,-1,-1,-1,46,71,3,-1,171810
1122,8,304,mult,right,-1,-1,-1,-1,33,77,4,-1,173127
1122,8,2537,-1,-1,11,21,33,0,26,63,5,-1,176675
1122,8,2786,add,left,12,18,30,1,38,60,6,-1,180476
1122,8,2200,add,left,3,5,8,1,32,65,7,-1,183687
1122,8,2127,add,left,5,18,23,1,37,62,8,-1,186828
3171,5,2326,mult,right,-1,-1,-1,-1,53,48,1,-2,387011
3171,5,466,add,left,-1,-1,-1,-1,61,52,2,-2,388485
3171,5,397,mult,right,-1,-1,-1,-1,55,75,3,-2,389890
3171,5,400,mult,right,-1,-1,-1,-1,44,51,4,-2,391299
3171,5,13704,mult,right,11,22,242,1,48,62,5,-2,406011
3171,8,1474,add,left,-1,-1,-1,-1,66,53,1,-1,412057
3171,8,376,mult,right,-1,-1,-1,-1,61,45,2,-1,413440
3171,8,374,add,left,-1,-1,-1,-1,64,61,3,-1,414823
3171,8,355,add,left,-1,-1,-1,-1,47,58,4,-1,416187
3171,8,10585,mult,right,7,24,168,1,55,35,5,-1,427780
3171,8,3012,mult,right,8,12,96,1,55,45,6,-1,431802
3171,8,2062,mult,right,3,15,45,1,66,35,7,-1,434874
3171,8,3245,mult,right,15,20,300,1,62,57,8,-1,439127
4896,5,1605,add,right,-1,-1,-1,-1,78,33,1,-2,290738
4896,5,1040,mult,left,-1,-1,-1,-1,75,50,2,-2,292786
4896,5,927,add,right,-1,-1,-1,-1,72,41,3,-2,294725
4896,5,761,mult,left,-1,-1,-1,-1,61,42,4,-2,296497
4896,5,6994,mult,left,4,20,80,1,67,47,5,-2,304503
4896,8,1159,add,right,-1,-1,-1,-1,34,42,1,-1,308712
4896,8,459,add,right,-1,-1,-1,-1,36,35,2,-1,310182
4896,8,471,add,right,-1,-1,-1,-1,40,48,3,-1,311663
4896,8,815,mult,left,-1,-1,-1,-1,35,50,4,-1,313489
4896,8,7373,mult,left,2,17,34,1,27,36,5,-1,321873
4896,8,2922,add,right,4,15,19,1,36,46,6,-1,325802
4896,8,2805,add,right,1,18,19,1,38,31,7,-1,329615
4896,8,1653,add,right,1,4,5,1,44,41,8,-1,332276
4822,5,694,add,left,-1,-1,-1,-1,47,75,1,-2,786048
4822,5,725,mult,right,-1,-1,-1,-1,54,70,2,-2,787780
4822,5,612,mult,right,-1,-1,-1,-1,58,62,3,-2,789399
4822,5,535,add,left,-1,-1,-1,-1,41,50,4,-2,790939
4822,5,39968,mult,right,1,15,15,1,44,44,5,-2,831914
4822,8,3300,mult,right,-1,-1,-1,-1,56,53,1,-1,841180
4822,8,437,mult,right,-1,-1,-1,-1,52,58,2,-1,842623
4822,8,498,add,left,-1,-1,-1,-1,42,74,3,-1,844128
4822,8,77,add,left,-1,-1,-1,-1,41,59,4,-1,845211
4822,8,7109,-1,-1,13,16,39,0,49,60,5,-1,853327
4822,8,3308,mult,right,1,6,6,1,48,72,6,-1,857642
4822,8,4454,add,left,5,16,21,1,36,55,7,-1,863103
4822,8,6955,add,left,8,23,31,1,48,55,8,-1,871064
5202,5,558,add,right,-1,-1,-1,-1,44,37,1,-2,121653
5202,5,452,mult,left,-1,-1,-1,-1,49,40,2,-2,123119
5202,5,316,add,right,-1,-1,-1,-1,49,30,3,-2,124449
5202,5,320,mult,left,-1,-1,-1,-1,50,46,4,-2,125783
5202,5,27829,add,right,17,19,36,1,60,43,5,-2,154626
5202,9,1300,mult,left,-1,-1,-1,-1,65,63,1,-1,170656
5202,9,320,mult,left,-1,-1,-1,-1,56,63,2,-1,171990
5202,9,346,mult,left,-1,-1,-1,-1,60,72,3,-1,173347
5202,9,571,add,right,-1,-1,-1,-1,44,65,4,-1,174933
5202,9,4904,mult,left,12,16,192,1,55,59,5,-1,180850
5202,9,2289,add,right,9,12,21,1,63,57,6,-1,184149
