subid,stim_1,stim_2,type,calculation,accuracy,block,trial_nr
3321,14,13,mult,182,1,3,5
3321,23,19,mult,437,1,3,6
3321,21,8,mult,168,1,3,7
3321,5,14,add,19,1,3,8
3321,10,7,mult,70,1,3,9
3321,13,21,add,34,1,3,10
5180,7,16,mult,112,1,3,1
5180,5,14,add,19,1,3,2
5180,19,6,mult,116,0,3,3
5180,7,14,mult,118,0,3,4
5180,14,13,mult,182,1,3,5
5180,10,7,mult,70,1,3,6
5180,23,19,mult,437,1,3,7
5180,13,21,add,34,1,3,8
5180,21,8,mult,168,1,3,9
5180,15,2,mult,30,1,3,10
5008,21,8,mult,168,1,3,1
5008,19,6,mult,114,1,3,2
5008,10,7,mult,70,1,3,3
5008,23,19,mult,437,1,3,4
5008,7,16,mult,2,0,3,5
5008,15,2,mult,30,1,3,6
5008,7,14,mult,98,1,3,7
5008,5,14,add,19,1,3,8
5008,13,21,add,34,1,3,9
5008,14,13,mult,182,1,3,10
5097,7,14,mult,99,0,3,1
5097,21,8,mult,168,1,3,2
5097,14,13,mult,183,0,3,3
5097,15,2,mult,30,1,3,4
5097,13,21,add,273,0,3,5
5097,10,7,mult,70,1,3,6
5097,7,16,mult,112,1,3,7
5097,19,6,mult,54,0,3,8
5097,5,14,add,70,0,3,9
5097,23,19,mult,437,1,3,10
3377,14,13,mult,182,1,3,1
3377,19,6,mult,114,1,3,2
3377,7,16,mult,114,0,3,3
3377,7,14,mult,98,1,3,4
3377,5,14,add,19,1,3,5
3377,15,2,mult,30,1,3,6
3377,10,7,mult,70,1,3,7
3377,23,19,mult,437,1,3,8
3377,13,21,add,34,1,3,9
3377,21,8,mult,168,1,3,10
246,19,6,mult,112,0,3,1
246,23,19,mult,420,0,3,2
246,7,16,mult,152,0,3,3
246,10,7,mult,70,1,3,4
246,21,8,mult,168,1,3,5
246,7,14,mult,133,0,3,6
246,15,2,mult,30,1,3,7
246,13,21,add,33,0,3,8
246,14,13,mult,112,0,3,9
246,5,14,add,19,1,3,10
2499,15,2,mult,30,1,3,1
2499,10,7,mult,70,1,3,2
2499,5,14,add,19,1,3,3
2499,21,8,mult,168,1,3,4
2499,19,6,mult,114,1,3,5
2499,14,13,mult,180,0,3,6
2499,13,21,add,34,1,3,7
2499,23,19,mult,34,0,3,8
2499,7,14,mult,98,1,3,9
2499,7,16,mult,112,1,3,10
5127,15,2,mult,30,1,3,1
5127,13,21,add,34,1,3,2
5127,14,13,mult,112,0,3,3
5127,19,6,mult,114,1,3,4
5127,7,14,mult,98,1,3,5
5127,21,8,mult,168,1,3,6
5127,5,14,add,19,1,3,7
5127,23,19,mult,100,0,3,8
5127,7,16,mult,102,0,3,9
5127,10,7,mult,70,1,3,10
4163,7,16,mult,112,1,3,1
4163,23,19,mult,437,1,3,2
4163,14,13,mult,140,0,3,3
4163,10,7,mult,70,1,3,4
4163,13,21,add,34,1,3,5
4163,15,2,mult,30,1,3,6
4163,21,8,mult,168,1,3,7
4163,7,14,mult,98,1,3,8
4163,5,14,add,19,1,3,9
4163,19,6,mult,114,1,3,10
2383,14,13,mult,182,1,3,1
2383,15,2,mult,30,1,3,2
2383,23,19,mult,437,1,3,3
2383,7,16,mult,83,0,3,4
2383,7,14,mult,98,1,3,5
2383,13,21,add,34,1,3,6
2383,5,14,add,19,1,3,7
2383,10,7,mult,70,1,3,8
2383,21,8,mult,168,1,3,9
2383,19,6,mult,124,0,3,10
4385,15,2,mult,30,1,3,1
4385,7,16,mult,112,1,3,2
4385,13,21,add,34,1,3,3
4385,19,6,mult,114,1,3,4
4385,5,14,add,19,1,3,5
4385,7,14,mult,98,1,3,6
4385,14,13,mult,162,0,3,7
4385,10,7,mult,70,1,3,8
4385,23,19,mult,437,1,3,9
4385,21,8,mult,168,1,3,10
4563,13,21,add,34,1,3,1
4563,7,16,mult,112,1,3,2
4563,10,7,mult,70,1,3,3
4563,14,13,mult,143,0,3,4
4563,7,14,mult,98,1,3,5
4563,23,19,mult,437,1,3,6
4563,21,8,mult,168,1,3,7
4563,19,6,mult,114,1,3,8
4563,5,14,add,19,1,3,9
4563,15,2,mult,30,1,3,10
457,19,6,mult,96,0,3,1
457,21,8,mult,168,1,3,2
457,23,19,mult,227,0,3,3
457,7,16,mult,112,1,3,4
457,13,21,add,34,1,3,5
457,5,14,add,19,1,3,6
457,15,2,mult,30,1,3,7
457,7,14,mult,98,1,3,8
457,10,7,mult,70,1,3,9
457,14,13,mult,112,0,3,10
5098,19,6,mult,114,1,3,1
5098,5,14,add,19,1,3,2
5098,15,2,mult,30,1,3,3
5098,7,16,mult,112,1,3,4
5098,23,19,mult,41,0,3,5
5098,10,7,mult,70,1,3,6
5098,14,13,mult,182,1,3,7
5098,7,14,mult,98,1,3,8
5098,13,21,add,34,1,3,9
5098,21,8,mult,168,1,3,10
2876,23,19,mult,437,1,3,1
2876,10,7,mult,70,1,3,2
2876,5,14,add,19,1,3,3
2876,13,21,add,34,1,3,4
2876,7,14,mult,98,1,3,5
2876,19,6,mult,114,1,3,6
2876,21,8,mult,168,1,3,7
2876,14,13,mult,182,1,3,8
2876,7,16,mult,112,1,3,9
2876,15,2,mult,30,1,3,10
5386,13,21,add,34,1,3,1
5386,10,7,mult,70,1,3,2
5386,7,16,mult,142,0,3,3
5386,15,2,mult,30,1,3,4
5386,7,14,mult,98,1,3,5
5386,14,13,mult,172,0,3,6
5386,21,8,mult,168,1,3,7
5386,19,6,mult,114,1,3,8
5386,5,14,add,19,1,3,9
5386,23,19,mult,437,1,3,10
5046,5,14,add,19,1,3,1
5046,13,21,add,34,1,3,2
5046,23,19,mult,417,0,3,3
5046,21,8,mult,208,0,3,4
5046,10,7,mult,70,1,3,5
5046,14,13,mult,112,0,3,6
5046,7,14,mult,98,1,3,7
5046,15,2,mult,30,1,3,8
5046,19,6,mult,114,1,3,9
5046,7,16,mult,132,0,3,10
3449,7,14,mult,98,1,3,1
3449,7,16,mult,112,1,3,2
3449,10,7,mult,70,1,3,3
3449,21,8,mult,168,1,3,4
3449,23,19,mult,207,0,3,5
3449,15,2,mult,30,1,3,6
3449,19,6,mult,114,1,3,7
3449,14,13,mult,182,1,3,8
3449,5,14,add,19,1,3,9
3449,13,21,add,34,1,3,10
5227,14,13,mult,185,0,3,1
5227,23,19,mult,437,1,3,2
5227,7,14,mult,98,1,3,3
5227,5,14,add,19,1,3,4
5227,10,7,mult,70,1,3,5
5227,19,6,mult,114,1,3,6
5227,15,2,mult,30,1,3,7
5227,7,16,mult,112,1,3,8
5227,13,21,add,34,1,3,9
5227,21,8,mult,148,0,3,10
2430,7,16,mult,114,0,3,1
2430,5,14,add,70,0,3,2
2430,14,13,mult,182,1,3,3
2430,13,21,add,273,0,3,4
2430,10,7,mult,70,1,3,5
2430,21,8,mult,168,1,3,6
2430,19,6,mult,114,1,3,7
2430,7,14,mult,98,1,3,8
2430,23,19,mult,437,1,3,9
2430,15,2,mult,30,1,3,10
788,5,14,add,19,1,3,1
788,7,14,mult,98,1,3,2
788,21,8,mult,168,1,3,3
788,10,7,mult,70,1,3,4
788,15,2,mult,30,1,3,5
788,23,19,mult,923,0,3,6
788,19,6,mult,104,0,3,7
788,13,21,add,34,1,3,8
788,7,16,mult,102,0,3,9
788,14,13,mult,163,0,3,10
4634,10,7,mult,70,1,3,1
4634,7,16,mult,112,1,3,2
4634,15,2,mult,30,1,3,3
4634,19,6,mult,114,1,3,4
4634,13,21,add,34,1,3,5
4634,23,19,mult,437,1,3,6
4634,7,14,mult,98,1,3,7
4634,5,14,add,19,1,3,8
4634,14,13,mult,182,1,3,9
4634,21,8,mult,168,1,3,10
3956,14,13,mult,112,0,3,1
3956,7,14,mult,98,1,3,2
3956,21,8,mult,168,1,3,3
3956,7,16,mult,112,1,3,4
3956,19,6,mult,116,0,3,5
3956,10,7,mult,70,1,3,6
3956,15,2,mult,30,1,3,7
3956,5,14,add,19,1,3,8
3956,23,19,mult,8,0,3,9
3956,13,21,add,34,1,3,10
5367,7,14,mult,98,1,3,1
5367,13,21,add,34,1,3,2
5367,19,6,mult,114,1,3,3
5367,10,7,mult,70,1,3,4
5367,15,2,mult,30,1,3,5
5367,5,14,add,19,1,3,6
5367,21,8,mult,168,1,3,7
5367,23,19,mult,437,1,3,8
5367,7,16,mult,112,1,3,9
5367,14,13,mult,182,1,3,10
4155,7,14,mult,98,1,3,1
4155,10,7,mult,70,1,3,2
4155,21,8,mult,168,1,3,3
4155,23,19,mult,274,0,3,4
4155,19,6,mult,114,1,3,5
4155,15,2,mult,30,1,3,6
4155,7,16,mult,112,1,3,7
4155,14,13,mult,182,1,3,8
4155,5,14,add,19,1,3,9
4155,13,21,add,34,1,3,10
5346,14,13,mult,182,1,3,1
5346,21,8,mult,168,1,3,2
5346,13,21,add,34,1,3,3
5346,10,7,mult,70,1,3,4
5346,23,19,mult,437,1,3,5
5346,15,2,mult,30,1,3,6
5346,5,14,add,19,1,3,7
5346,7,14,mult,98,1,3,8
5346,7,16,mult,112,1,3,9
5346,19,6,mult,114,1,3,10
2386,7,14,mult,98,1,3,1
2386,13,21,add,34,1,3,2
2386,14,13,mult,182,1,3,3
2386,23,19,mult,437,1,3,4
2386,5,14,add,19,1,3,5
2386,10,7,mult,70,1,3,6
2386,21,8,mult,168,1,3,7
2386,19,6,mult,361,0,3,8
2386,15,2,mult,30,1,3,9
2386,7,16,mult,112,1,3,10
5354,7,16,mult,112,1,3,1
5354,7,14,mult,98,1,3,2
5354,5,14,add,19,1,3,3
5354,23,19,mult,437,1,3,4
5354,10,7,mult,70,1,3,5
5354,14,13,mult,182,1,3,6
5354,21,8,mult,168,1,3,7
5354,19,6,mult,114,1,3,8
5354,13,21,add,34,1,3,9
5354,15,2,mult,30,1,3,10
4627,13,21,add,34,1,3,1
4627,5,14,add,19,1,3,2
4627,21,8,mult,168,1,3,3
4627,10,7,mult,70,1,3,4
4627,7,16,mult,112,1,3,5
4627,15,2,mult,30,1,3,6
4627,14,13,mult,182,1,3,7
4627,23,19,mult,437,1,3,8
4627,7,14,mult,98,1,3,9
4627,19,6,mult,114,1,3,10
2563,7,14,mult,98,1,3,1
2563,13,21,add,34,1,3,2
2563,23,19,mult,217,0,3,3
2563,21,8,mult,168,1,3,4
2563,19,6,mult,114,1,3,5
2563,14,13,mult,184,0,3,6
2563,5,14,add,19,1,3,7
2563,10,7,mult,70,1,3,8
2563,7,16,mult,112,1,3,9
2563,15,2,mult,30,1,3,10
5134,19,6,mult,96,0,3,1
5134,7,16,mult,102,0,3,2
5134,13,21,add,34,1,3,3
5134,14,13,mult,182,1,3,4
5134,21,8,mult,168,1,3,5
5134,23,19,mult,437,1,3,6
5134,15,2,mult,30,1,3,7
5134,7,14,mult,98,1,3,8
5134,10,7,mult,70,1,3,9
5134,5,14,add,19,1,3,10
3388,13,21,add,34,1,3,1
3388,7,14,mult,98,1,3,2
3388,7,16,mult,112,1,3,3
3388,19,6,mult,114,1,3,4
3388,14,13,mult,170,0,3,5
3388,10,7,mult,70,1,3,6
3388,23,19,mult,437,1,3,7
3388,21,8,mult,168,1,3,8
3388,5,14,add,19,1,3,9
3388,15,2,mult,30,1,3,10
4092,10,7,mult,70,1,3,1
4092,15,2,mult,30,1,3,2
4092,7,14,mult,88,0,3,3
4092,23,19,mult,300,0,3,4
4092,19,6,mult,114,1,3,5
4092,21,8,mult,168,1,3,6
4092,5,14,add,19,1,3,7
4092,7,16,mult,124,0,3,8
4092,14,13,mult,242,0,3,9
4092,13,21,add,34,1,3,10
5100,19,6,mult,114,1,3,1
5100,13,21,add,34,1,3,2
5100,7,14,mult,91,0,3,3
5100,14,13,mult,182,1,3,4
5100,21,8,mult,168,1,3,5
5100,7,16,mult,142,0,3,6
5100,15,2,mult,30,1,3,7
5100,23,19,mult,427,0,3,8
5100,10,7,mult,70,1,3,9
5100,5,14,add,19,1,3,10
5338,21,8,mult,168,1,3,1
5338,7,14,mult,91,0,3,2
5338,5,14,add,19,1,3,3
5338,10,7,mult,70,1,3,4
5338,14,13,mult,182,1,3,5
5338,23,19,mult,407,0,3,6
5338,13,21,add,34,1,3,7
5338,19,6,mult,114,1,3,8
5338,7,16,mult,112,1,3,9
5338,15,2,mult,30,1,3,10
2757,19,6,mult,123,0,3,1
2757,13,21,add,34,1,3,2
2757,7,16,mult,112,1,3,3
2757,10,7,mult,70,1,3,4
2757,14,13,mult,92,0,3,5
2757,5,14,add,19,1,3,6
2757,7,14,mult,98,1,3,7
2757,21,8,mult,168,1,3,8
2757,15,2,mult,30,1,3,9
2757,23,19,mult,95,0,3,10
3035,7,14,mult,98,1,3,1
3035,23,19,mult,8,0,3,2
3035,5,14,add,19,1,3,3
3035,14,13,mult,182,1,3,4
3035,7,16,mult,112,1,3,5
3035,13,21,add,34,1,3,6
3035,10,7,mult,70,1,3,7
3035,19,6,mult,114,1,3,8
3035,21,8,mult,168,1,3,9
3035,15,2,mult,30,1,3,10
4113,23,19,mult,437,1,3,1
4113,15,2,mult,30,1,3,2
4113,14,13,mult,262,0,3,3
4113,7,14,mult,98,1,3,4
4113,7,16,mult,114,0,3,5
4113,5,14,add,19,1,3,6
4113,13,21,add,34,1,3,7
4113,10,7,mult,70,1,3,8
4113,21,8,mult,168,1,3,9
4113,19,6,mult,114,1,3,10
2659,23,19,mult,211,0,3,1
2659,13,21,add,34,1,3,2
2659,7,16,mult,112,1,3,3
2659,14,13,mult,162,0,3,4
2659,19,6,mult,114,1,3,5
2659,5,14,add,19,1,3,6
2659,21,8,mult,168,1,3,7
2659,10,7,mult,70,1,3,8
2659,7,14,mult,98,1,3,9
2659,15,2,mult,30,1,3,10
3440,13,21,add,34,1,3,1
3440,21,8,mult,168,1,3,2
3440,14,13,mult,182,1,3,3
3440,19,6,mult,114,1,3,4
3440,15,2,mult,30,1,3,5
3440,23,19,mult,437,1,3,6
3440,7,16,mult,112,1,3,7
3440,7,14,mult,98,1,3,8
3440,10,7,mult,70,1,3,9
3440,5,14,add,19,1,3,10
5139,15,2,mult,30,1,3,1
5139,14,13,mult,172,0,3,2
5139,13,21,add,34,1,3,3
5139,10,7,mult,70,1,3,4
5139,23,19,mult,437,1,3,5
5139,21,8,mult,168,1,3,6
5139,19,6,mult,114,1,3,7
5139,7,14,mult,98,1,3,8
5139,7,16,mult,112,1,3,9
5139,5,14,add,19,1,3,10
3860,7,16,mult,112,1,3,1
3860,15,2,mult,30,1,3,2
3860,21,8,mult,168,1,3,3
3860,10,7,mult,70,1,3,4
3860,7,14,mult,98,1,3,5
3860,13,21,add,34,1,3,6
3860,5,14,add,19,1,3,7
3860,19,6,mult,96,0,3,8
3860,14,13,mult,182,1,3,9
3860,23,19,mult,437,1,3,10
3863,21,8,mult,168,1,3,1
3863,19,6,mult,114,1,3,2
3863,5,14,add,19,1,3,3
3863,7,14,mult,98,1,3,4
3863,10,7,mult,70,1,3,5
3863,15,2,mult,30,1,3,6
3863,23,19,mult,437,1,3,7
3863,14,13,mult,182,1,3,8
3863,7,16,mult,112,1,3,9
3863,13,21,add,34,1,3,10
5285,13,21,add,34,1,3,1
5285,21,8,mult,168,1,3,2
5285,10,7,mult,70,1,3,3
5285,14,13,mult,132,0,3,4
5285,19,6,mult,114,1,3,5
5285,7,14,mult,98,1,3,6
5285,15,2,mult,30,1,3,7
5285,23,19,mult,437,1,3,8
5285,7,16,mult,112,1,3,9
5285,5,14,add,19,1,3,10
5233,7,14,mult,98,1,3,1
5233,23,19,mult,437,1,3,2
5233,14,13,mult,182,1,3,3
5233,7,16,mult,112,1,3,4
5233,10,7,mult,70,1,3,5
5233,19,6,mult,114,1,3,6
5233,15,2,mult,30,1,3,7
5233,13,21,add,34,1,3,8
5233,5,14,add,19,1,3,9
5233,21,8,mult,168,1,3,10
5336,7,16,mult,112,1,3,1
5336,7,14,mult,98,1,3,2
5336,19,6,mult,114,1,3,3
5336,14,13,mult,152,0,3,4
5336,5,14,add,19,1,3,5
5336,10,7,mult,70,1,3,6
5336,13,21,add,34,1,3,7
5336,15,2,mult,30,1,3,8
5336,23,19,mult,214,0,3,9
5336,21,8,mult,168,1,3,10
2633,7,14,mult,84,0,3,1
2633,14,13,mult,182,1,3,2
2633,5,14,add,19,1,3,3
2633,10,7,mult,70,1,3,4
2633,15,2,mult,30,1,3,5
2633,21,8,mult,168,1,3,6
2633,7,16,mult,112,1,3,7
2633,23,19,mult,456,0,3,8
2633,13,21,add,34,1,3,9
2633,19,6,mult,114,1,3,10
4141,5,14,add,19,1,3,1
4141,23,19,mult,277,0,3,2
4141,19,6,mult,115,0,3,3
4141,7,14,mult,98,1,3,4
4141,15,2,mult,30,1,3,5
4141,7,16,mult,112,1,3,6
4141,14,13,mult,182,1,3,7
4141,10,7,mult,70,1,3,8
4141,21,8,mult,168,1,3,9
4141,13,21,add,32,0,3,10
3897,15,2,mult,30,1,3,1
3897,13,21,add,34,1,3,2
3897,23,19,mult,42,0,3,3
3897,10,7,mult,70,1,3,4
3897,21,8,mult,168,1,3,5
3897,7,14,mult,98,1,3,6
3897,7,16,mult,112,1,3,7
3897,19,6,mult,114,1,3,8
3897,5,14,add,19,1,3,9
3897,14,13,mult,182,1,3,10
2398,13,21,add,87,0,3,1
2398,21,8,mult,80,0,3,2
2398,14,13,mult,65,0,3,3
2398,7,16,mult,65,0,3,4
2398,5,14,add,54,0,3,5
2398,10,7,mult,45,0,3,6
2398,7,14,mult,98,1,3,7
2398,19,6,mult,114,1,3,8
2398,23,19,mult,7,0,3,9
2398,15,2,mult,30,1,3,10
5189,15,2,mult,30,1,3,1
5189,7,14,mult,98,1,3,2
5189,19,6,mult,114,1,3,3
5189,21,8,mult,168,1,3,4
5189,10,7,mult,70,1,3,5
5189,23,19,mult,437,1,3,6
5189,7,16,mult,112,1,3,7
5189,13,21,add,34,1,3,8
5189,14,13,mult,182,1,3,9
5189,5,14,add,19,1,3,10
2912,13,21,add,34,1,3,1
2912,7,16,mult,106,0,3,2
2912,14,13,mult,182,1,3,3
2912,19,6,mult,114,1,3,4
2912,5,14,add,19,1,3,5
2912,23,19,mult,437,1,3,6
2912,7,14,mult,98,1,3,7
2912,21,8,mult,168,1,3,8
2912,15,2,mult,30,1,3,9
2912,10,7,mult,70,1,3,10
3849,13,21,add,34,1,3,1
3849,19,6,mult,104,0,3,2
3849,7,14,mult,98,1,3,3
3849,5,14,add,19,1,3,4
3849,7,16,mult,112,1,3,5
3849,14,13,mult,182,1,3,6
3849,10,7,mult,70,1,3,7
3849,15,2,mult,30,1,3,8
3849,21,8,mult,168,1,3,9
3849,23,19,mult,407,0,3,10
5184,13,21,add,34,1,3,1
5184,15,2,mult,30,1,3,2
5184,14,13,mult,172,0,3,3
5184,5,14,add,19,1,3,4
5184,7,16,mult,112,1,3,5
5184,10,7,mult,70,1,3,6
5184,7,14,mult,98,1,3,7
5184,19,6,mult,200,0,3,8
5184,23,19,mult,156,0,3,9
5184,21,8,mult,168,1,3,10
3890,13,21,add,34,1,3,1
3890,21,8,mult,189,0,3,2
3890,7,16,mult,102,0,3,3
3890,14,13,mult,182,1,3,4
3890,10,7,mult,70,1,3,5
3890,23,19,mult,437,1,3,6
3890,5,14,add,19,1,3,7
3890,7,14,mult,98,1,3,8
3890,15,2,mult,30,1,3,9
3890,19,6,mult,114,1,3,10
5296,21,8,mult,8,0,3,1
5296,23,19,mult,437,1,3,2
5296,15,2,mult,30,1,3,3
5296,5,14,add,19,1,3,4
5296,10,7,mult,70,1,3,5
5296,7,16,mult,112,1,3,6
5296,7,14,mult,98,1,3,7
5296,19,6,mult,114,1,3,8
5296,14,13,mult,182,1,3,9
5296,13,21,add,34,1,3,10
5282,7,16,mult,112,1,3,1
5282,19,6,mult,114,1,3,2
5282,23,19,mult,437,1,3,3
5282,14,13,mult,182,1,3,4
5282,21,8,mult,168,1,3,5
5282,5,14,add,19,1,3,6
5282,15,2,mult,30,1,3,7
5282,10,7,mult,70,1,3,8
5282,13,21,add,34,1,3,9
5282,7,14,mult,98,1,3,10
5277,19,6,mult,144,0,3,1
5277,14,13,mult,182,1,3,2
5277,7,16,mult,92,0,3,3
5277,13,21,add,34,1,3,4
5277,23,19,mult,437,1,3,5
5277,7,14,mult,98,1,3,6
5277,10,7,mult,70,1,3,7
5277,15,2,mult,0,0,3,8
5277,5,14,add,19,1,3,9
5277,21,8,mult,168,1,3,10
5378,15,2,mult,30,1,3,1
5378,7,14,mult,98,1,3,2
5378,23,19,mult,437,1,3,3
5378,7,16,mult,112,1,3,4
5378,13,21,add,34,1,3,5
5378,14,13,mult,182,1,3,6
5378,10,7,mult,70,1,3,7
5378,21,8,mult,168,1,3,8
5378,19,6,mult,112,0,3,9
5378,5,14,add,19,1,3,10
5213,10,7,mult,70,1,3,1
5213,23,19,mult,227,0,3,2
5213,14,13,mult,152,0,3,3
5213,15,2,mult,30,1,3,4
5213,21,8,mult,108,0,3,5
5213,13,21,add,34,1,3,6
5213,19,6,mult,114,1,3,7
5213,7,16,mult,112,1,3,8
5213,7,14,mult,98,1,3,9
5213,5,14,add,19,1,3,10
5044,7,14,mult,98,1,3,1
5044,13,21,add,34,1,3,2
5044,21,8,mult,168,1,3,3
5044,5,14,add,19,1,3,4
5044,19,6,mult,132,0,3,5
5044,7,16,mult,112,1,3,6
5044,23,19,mult,437,1,3,7
5044,15,2,mult,30,1,3,8
5044,14,13,mult,182,1,3,9
5044,10,7,mult,70,1,3,10
2782,5,14,add,19,1,3,1
2782,19,6,mult,74,0,3,2
2782,13,21,add,34,1,3,3
2782,7,16,mult,324,0,3,4
2782,21,8,mult,168,1,3,5
2782,7,14,mult,98,1,3,6
2782,15,2,mult,30,1,3,7
2782,14,13,mult,342,0,3,8
2782,23,19,mult,347,0,3,9
2782,10,7,mult,70,1,3,10
4190,14,13,mult,123,0,3,1
4190,13,21,add,34,1,3,2
4190,10,7,mult,70,1,3,3
4190,5,14,add,19,1,3,4
4190,15,2,mult,30,1,3,5
4190,23,19,mult,123,0,3,6
4190,7,16,mult,123,0,3,7
4190,21,8,mult,123,0,3,8
4190,19,6,mult,123,0,3,9
4190,7,14,mult,123,0,3,10
3820,10,7,mult,70,1,3,1
3820,13,21,add,24,0,3,2
3820,15,2,mult,30,1,3,3
3820,23,19,mult,30,0,3,4
3820,14,13,mult,300,0,3,5
3820,19,6,mult,540,0,3,6
3820,21,8,mult,8,0,3,7
3820,7,14,mult,20,0,3,8
3820,5,14,add,29,0,3,9
3820,7,16,mult,102,0,3,10
5080,10,7,mult,70,1,3,1
5080,14,13,mult,192,0,3,2
5080,5,14,add,19,1,3,3
5080,19,6,mult,114,1,3,4
5080,13,21,add,34,1,3,5
5080,7,16,mult,112,1,3,6
5080,21,8,mult,168,1,3,7
5080,23,19,mult,440,0,3,8
5080,15,2,mult,30,1,3,9
5080,7,14,mult,98,1,3,10
3631,21,8,mult,168,1,3,1
3631,15,2,mult,30,1,3,2
3631,14,13,mult,152,0,3,3
3631,13,21,add,34,1,3,4
3631,7,16,mult,112,1,3,5
3631,23,19,mult,437,1,3,6
3631,10,7,mult,70,1,3,7
3631,5,14,add,19,1,3,8
3631,19,6,mult,114,1,3,9
3631,7,14,mult,98,1,3,10
5057,23,19,mult,437,1,3,1
5057,5,14,add,19,1,3,2
5057,7,14,mult,98,1,3,3
5057,7,16,mult,112,1,3,4
5057,10,7,mult,70,1,3,5
5057,15,2,mult,30,1,3,6
5057,21,8,mult,168,1,3,7
5057,13,21,add,34,1,3,8
5057,14,13,mult,182,1,3,9
5057,19,6,mult,124,0,3,10
5377,19,6,mult,114,1,3,1
5377,15,2,mult,30,1,3,2
5377,13,21,add,34,1,3,3
5377,21,8,mult,168,1,3,4
5377,14,13,mult,182,1,3,5
5377,7,16,mult,102,0,3,6
5377,5,14,add,19,1,3,7
5377,10,7,mult,70,1,3,8
5377,7,14,mult,98,1,3,9
5377,23,19,mult,437,1,3,10
5036,19,6,mult,114,1,3,1
5036,7,14,mult,98,1,3,2
5036,23,19,mult,437,1,3,3
5036,13,21,add,34,1,3,4
5036,15,2,mult,30,1,3,5
5036,21,8,mult,168,1,3,6
5036,5,14,add,19,1,3,7
5036,14,13,mult,182,1,3,8
5036,10,7,mult,70,1,3,9
5036,7,16,mult,112,1,3,10
3379,7,14,mult,98,1,3,1
3379,14,13,mult,182,1,3,2
3379,21,8,mult,168,1,3,3
3379,23,19,mult,437,1,3,4
3379,19,6,mult,114,1,3,5
3379,15,2,mult,30,1,3,6
3379,5,14,add,19,1,3,7
3379,10,7,mult,70,1,3,8
3379,13,21,add,34,1,3,9
3379,7,16,mult,112,1,3,10
5156,15,2,mult,30,1,3,1
5156,13,21,add,34,1,3,2
5156,10,7,mult,70,1,3,3
5156,19,6,mult,114,1,3,4
5156,21,8,mult,168,1,3,5
5156,5,14,add,19,1,3,6
5156,14,13,mult,182,1,3,7
5156,23,19,mult,457,0,3,8
5156,7,16,mult,112,1,3,9
5156,7,14,mult,98,1,3,10
2431,7,14,mult,98,1,3,1
2431,7,16,mult,112,1,3,2
2431,23,19,mult,437,1,3,3
2431,15,2,mult,30,1,3,4
2431,5,14,add,19,1,3,5
2431,21,8,mult,168,1,3,6
2431,14,13,mult,182,1,3,7
2431,10,7,mult,70,1,3,8
2431,13,21,add,34,1,3,9
2431,19,6,mult,114,1,3,10
4240,13,21,add,34,1,3,1
4240,10,7,mult,70,1,3,2
4240,7,16,mult,112,1,3,3
4240,14,13,mult,112,0,3,4
4240,5,14,add,19,1,3,5
4240,21,8,mult,168,1,3,6
4240,19,6,mult,114,1,3,7
4240,15,2,mult,30,1,3,8
4240,23,19,mult,346,0,3,9
4240,7,14,mult,98,1,3,10
5275,19,6,mult,114,1,3,1
5275,10,7,mult,70,1,3,2
5275,21,8,mult,108,0,3,3
5275,7,14,mult,98,1,3,4
5275,15,2,mult,30,1,3,5
5275,14,13,mult,182,1,3,6
5275,5,14,add,19,1,3,7
5275,13,21,add,34,1,3,8
5275,7,16,mult,112,1,3,9
5275,23,19,mult,437,1,3,10
5309,10,7,mult,70,1,3,1
5309,21,8,mult,168,1,3,2
5309,19,6,mult,114,1,3,3
5309,7,14,mult,98,1,3,4
5309,23,19,mult,437,1,3,5
5309,15,2,mult,30,1,3,6
5309,14,13,mult,182,1,3,7
5309,7,16,mult,112,1,3,8
5309,5,14,add,19,1,3,9
5309,13,21,add,34,1,3,10
2642,7,14,mult,98,1,3,1
2642,10,7,mult,70,1,3,2
2642,21,8,mult,168,1,3,3
2642,19,6,mult,114,1,3,4
2642,7,16,mult,112,1,3,5
2642,23,19,mult,437,1,3,6
2642,14,13,mult,182,1,3,7
2642,15,2,mult,30,1,3,8
2642,5,14,add,19,1,3,9
2642,13,21,add,34,1,3,10
2495,19,6,mult,114,1,3,1
2495,23,19,mult,437,1,3,2
2495,15,2,mult,30,1,3,3
2495,13,21,add,34,1,3,4
2495,14,13,mult,182,1,3,5
2495,5,14,add,19,1,3,6
2495,10,7,mult,70,1,3,7
2495,7,16,mult,112,1,3,8
2495,21,8,mult,168,1,3,9
2495,7,14,mult,98,1,3,10
2794,7,14,mult,98,1,3,1
2794,13,21,add,34,1,3,2
2794,10,7,mult,70,1,3,3
2794,7,16,mult,113,0,3,4
2794,14,13,mult,182,1,3,5
2794,15,2,mult,30,1,3,6
2794,21,8,mult,168,1,3,7
2794,23,19,mult,437,1,3,8
2794,5,14,add,19,1,3,9
2794,19,6,mult,114,1,3,10
5000,23,19,mult,437,1,3,1
5000,7,16,mult,92,0,3,2
5000,7,14,mult,98,1,3,3
5000,5,14,add,19,1,3,4
5000,10,7,mult,70,1,3,5
5000,14,13,mult,182,1,3,6
5000,13,21,add,34,1,3,7
5000,21,8,mult,168,1,3,8
5000,19,6,mult,114,1,3,9
5000,15,2,mult,30,1,3,10
