subid,stim_1,stim_2,type,calculation,accuracy,block,trial_nr
5529,15,2,mult,30,1,3,7
5529,21,8,mult,168,1,3,8
5529,23,19,mult,437,1,3,9
5529,7,16,mult,112,1,3,10
1846,13,21,add,34,1,3,1
1846,10,7,mult,70,1,3,2
1846,21,8,mult,168,1,3,3
1846,14,13,mult,182,1,3,4
1846,5,14,add,19,1,3,5
1846,7,14,mult,98,1,3,6
1846,15,2,mult,30,1,3,7
1846,7,16,mult,102,0,3,8
1846,19,6,mult,114,1,3,9
1846,23,19,mult,437,1,3,10
5020,13,21,add,34,1,3,1
5020,5,14,add,19,1,3,2
5020,7,14,mult,21,0,3,3
5020,14,13,mult,27,0,3,4
5020,7,16,mult,23,0,3,5
5020,15,2,mult,30,1,3,6
5020,21,8,mult,161,0,3,7
5020,23,19,mult,213,0,3,8
5020,10,7,mult,70,1,3,9
5020,19,6,mult,136,0,3,10
5295,5,14,add,19,1,3,1
5295,7,14,mult,98,1,3,2
5295,23,19,mult,437,1,3,3
5295,13,21,add,34,1,3,4
5295,7,16,mult,144,0,3,5
5295,21,8,mult,168,1,3,6
5295,10,7,mult,70,1,3,7
5295,19,6,mult,114,1,3,8
5295,14,13,mult,182,1,3,9
5295,15,2,mult,30,1,3,10
5697,10,7,mult,70,1,3,1
5697,21,8,mult,168,1,3,2
5697,15,2,mult,30,1,3,3
5697,23,19,mult,437,1,3,4
5697,7,16,mult,112,1,3,5
5697,7,14,mult,98,1,3,6
5697,19,6,mult,114,1,3,7
5697,5,14,add,19,1,3,8
5697,14,13,mult,182,1,3,9
5697,13,21,add,34,1,3,10
5635,21,8,mult,168,1,3,1
5635,10,7,mult,70,1,3,2
5635,7,14,mult,98,1,3,3
5635,14,13,mult,182,1,3,4
5635,5,14,add,19,1,3,5
5635,15,2,mult,30,1,3,6
5635,7,16,mult,112,1,3,7
5635,19,6,mult,104,0,3,8
5635,23,19,mult,227,0,3,9
5635,13,21,add,34,1,3,10
5114,5,14,add,19,1,3,1
5114,15,2,mult,30,1,3,2
5114,21,8,mult,168,1,3,3
5114,13,21,add,34,1,3,4
5114,10,7,mult,70,1,3,5
5114,7,14,mult,98,1,3,6
5114,14,13,mult,160,0,3,7
5114,7,16,mult,112,1,3,8
5114,23,19,mult,437,1,3,9
5114,19,6,mult,114,1,3,10
5664,13,21,add,34,1,3,1
5664,23,19,mult,437,1,3,2
5664,10,7,mult,70,1,3,3
5664,19,6,mult,114,1,3,4
5664,14,13,mult,182,1,3,5
5664,5,14,add,19,1,3,6
5664,21,8,mult,168,1,3,7
5664,7,14,mult,98,1,3,8
5664,7,16,mult,112,1,3,9
5664,15,2,mult,30,1,3,10
5489,7,16,mult,112,1,3,1
5489,10,7,mult,70,1,3,2
5489,14,13,mult,112,0,3,3
5489,23,19,mult,437,1,3,4
5489,7,14,mult,38,0,3,5
5489,21,8,mult,168,1,3,6
5489,13,21,add,34,1,3,7
5489,15,2,mult,30,1,3,8
5489,5,14,add,19,1,3,9
5489,19,6,mult,114,1,3,10
5449,19,6,mult,101,0,3,1
5449,7,16,mult,102,0,3,2
5449,5,14,add,19,1,3,3
5449,15,2,mult,30,1,3,4
5449,14,13,mult,182,1,3,5
5449,7,14,mult,84,0,3,6
5449,13,21,add,34,1,3,7
5449,21,8,mult,168,1,3,8
5449,23,19,mult,207,0,3,9
5449,10,7,mult,70,1,3,10
5438,14,13,mult,182,1,3,1
5438,19,6,mult,114,1,3,2
5438,23,19,mult,437,1,3,3
5438,10,7,mult,70,1,3,4
5438,13,21,add,34,1,3,5
5438,21,8,mult,168,1,3,6
5438,7,14,mult,98,1,3,7
5438,15,2,mult,30,1,3,8
5438,7,16,mult,112,1,3,9
5438,5,14,add,19,1,3,10
5075,21,8,mult,168,1,3,1
5075,14,13,mult,182,1,3,2
5075,7,16,mult,112,1,3,3
5075,13,21,add,34,1,3,4
5075,7,14,mult,98,1,3,5
5075,10,7,mult,70,1,3,6
5075,5,14,add,19,1,3,7
5075,23,19,mult,441,0,3,8
5075,15,2,mult,30,1,3,9
5075,19,6,mult,101,0,3,10
5605,5,14,add,19,1,3,1
5605,7,16,mult,112,1,3,2
5605,21,8,mult,168,1,3,3
5605,15,2,mult,30,1,3,4
5605,13,21,add,34,1,3,5
5605,23,19,mult,437,1,3,6
5605,19,6,mult,114,1,3,7
5605,10,7,mult,70,1,3,8
5605,14,13,mult,182,1,3,9
5605,7,14,mult,98,1,3,10
4721,21,8,mult,168,1,3,1
4721,23,19,mult,437,1,3,2
4721,7,14,mult,98,1,3,3
4721,19,6,mult,114,1,3,4
4721,13,21,add,34,1,3,5
4721,15,2,mult,30,1,3,6
4721,14,13,mult,182,1,3,7
4721,5,14,add,19,1,3,8
4721,7,16,mult,112,1,3,9
4721,10,7,mult,70,1,3,10
5069,7,14,mult,91,0,3,1
5069,21,8,mult,168,1,3,2
5069,15,2,mult,30,1,3,3
5069,23,19,mult,437,1,3,4
5069,14,13,mult,182,1,3,5
5069,5,14,add,19,1,3,6
5069,19,6,mult,114,1,3,7
5069,10,7,mult,70,1,3,8
5069,13,21,add,24,0,3,9
5069,7,16,mult,112,1,3,10
5609,10,7,mult,70,1,3,1
5609,23,19,mult,437,1,3,2
5609,21,8,mult,168,1,3,3
5609,15,2,mult,30,1,3,4
5609,13,21,add,34,1,3,5
5609,19,6,mult,114,1,3,6
5609,5,14,add,19,1,3,7
5609,7,16,mult,112,1,3,8
5609,7,14,mult,98,1,3,9
5609,14,13,mult,182,1,3,10
5364,7,14,mult,98,1,3,1
5364,15,2,mult,30,1,3,2
5364,19,6,mult,45,0,3,3
5364,14,13,mult,34,0,3,4
5364,21,8,mult,23,0,3,5
5364,7,16,mult,29,0,3,6
5364,13,21,add,905,0,3,7
5364,23,19,mult,95,0,3,8
5364,10,7,mult,48,0,3,9
5364,5,14,add,93,0,3,10
5010,10,7,mult,70,1,3,1
5010,13,21,add,34,1,3,2
5010,15,2,mult,30,1,3,3
5010,14,13,mult,112,0,3,4
5010,5,14,add,19,1,3,5
5010,7,16,mult,112,1,3,6
5010,21,8,mult,168,1,3,7
5010,19,6,mult,114,1,3,8
5010,7,14,mult,84,0,3,9
5010,23,19,mult,227,0,3,10
5670,5,14,add,19,1,3,1
5670,21,8,mult,168,1,3,2
5670,7,14,mult,98,1,3,3
5670,14,13,mult,142,0,3,4
5670,7,16,mult,112,1,3,5
5670,10,7,mult,70,1,3,6
5670,23,19,mult,436,0,3,7
5670,13,21,add,4,0,3,8
5670,15,2,mult,30,1,3,9
5670,19,6,mult,104,0,3,10
5580,21,8,mult,178,0,3,1
5580,10,7,mult,70,1,3,2
5580,13,21,add,34,1,3,3
5580,7,14,mult,88,0,3,4
5580,23,19,mult,0,0,3,5
5580,5,14,add,19,1,3,6
5580,7,16,mult,112,1,3,7
5580,15,2,mult,30,1,3,8
5580,19,6,mult,114,1,3,9
5580,14,13,mult,182,1,3,10
5683,10,7,mult,70,1,3,1
5683,14,13,mult,182,1,3,2
5683,7,14,mult,140,0,3,3
5683,19,6,mult,114,1,3,4
5683,15,2,mult,30,1,3,5
5683,21,8,mult,168,1,3,6
5683,5,14,add,19,1,3,7
5683,23,19,mult,437,1,3,8
5683,13,21,add,34,1,3,9
5683,7,16,mult,52,0,3,10
5684,10,7,mult,70,1,3,1
5589,13,21,add,34,1,3,1
5589,15,2,mult,30,1,3,2
5589,21,8,mult,168,1,3,3
5589,5,14,add,19,1,3,4
5589,19,6,mult,114,1,3,5
5589,23,19,mult,207,0,3,6
5589,7,14,mult,98,1,3,7
5589,7,16,mult,112,1,3,8
5589,10,7,mult,70,1,3,9
5589,14,13,mult,144,0,3,10
5218,10,7,mult,70,1,3,1
5218,23,19,mult,437,1,3,2
5218,7,14,mult,98,1,3,3
5218,14,13,mult,182,1,3,4
5218,13,21,add,34,1,3,5
5218,15,2,mult,30,1,3,6
5218,7,16,mult,112,1,3,7
5218,21,8,mult,168,1,3,8
5218,5,14,add,19,1,3,9
5218,19,6,mult,114,1,3,10
5245,7,16,mult,112,1,3,1
5245,13,21,add,34,1,3,2
5245,23,19,mult,437,1,3,3
5245,7,14,mult,98,1,3,4
5245,15,2,mult,30,1,3,5
5245,21,8,mult,168,1,3,6
5245,14,13,mult,182,1,3,7
5245,5,14,add,19,1,3,8
5245,10,7,mult,70,1,3,9
5245,19,6,mult,114,1,3,10
4071,5,14,add,21,0,3,1
4071,23,19,mult,0,0,3,2
4071,7,14,mult,98,1,3,3
4071,21,8,mult,168,1,3,4
4071,19,6,mult,114,1,3,5
4071,10,7,mult,0,0,3,6
4071,13,21,add,34,1,3,7
4071,7,16,mult,82,0,3,8
4071,15,2,mult,30,1,3,9
4071,14,13,mult,23,0,3,10
5585,23,19,mult,441,0,3,1
5585,5,14,add,19,1,3,2
5585,14,13,mult,183,0,3,3
5585,13,21,add,34,1,3,4
5585,10,7,mult,70,1,3,5
5585,21,8,mult,168,1,3,6
5585,15,2,mult,30,1,3,7
5585,19,6,mult,114,1,3,8
5585,7,16,mult,112,1,3,9
5585,7,14,mult,98,1,3,10
2535,7,16,mult,112,1,3,1
2535,21,8,mult,168,1,3,2
2535,14,13,mult,152,0,3,3
2535,5,14,add,19,1,3,4
2535,19,6,mult,114,1,3,5
2535,7,14,mult,98,1,3,6
2535,23,19,mult,437,1,3,7
2535,15,2,mult,30,1,3,8
2535,10,7,mult,70,1,3,9
2535,13,21,add,34,1,3,10
5112,19,6,mult,104,0,3,1
5112,21,8,mult,168,1,3,2
5112,15,2,mult,30,1,3,3
5112,7,14,mult,98,1,3,4
5112,14,13,mult,124,0,3,5
5112,23,19,mult,441,0,3,6
5112,7,16,mult,112,1,3,7
5112,13,21,add,34,1,3,8
5112,5,14,add,19,1,3,9
5112,10,7,mult,70,1,3,10
5019,5,14,add,19,1,3,1
5019,14,13,mult,182,1,3,2
5019,7,14,mult,98,1,3,3
5019,7,16,mult,112,1,3,4
5019,23,19,mult,437,1,3,5
5019,15,2,mult,32,0,3,6
5019,19,6,mult,114,1,3,7
5019,10,7,mult,70,1,3,8
5019,13,21,add,34,1,3,9
5019,21,8,mult,168,1,3,10
5191,7,16,mult,112,1,3,1
5191,7,14,mult,98,1,3,2
5191,14,13,mult,66,0,3,3
5191,13,21,add,246,0,3,4
5191,5,14,add,70,0,3,5
5191,21,8,mult,168,1,3,6
5191,19,6,mult,114,1,3,7
5191,15,2,mult,30,1,3,8
5191,10,7,mult,70,1,3,9
5191,23,19,mult,440,0,3,10
489,13,21,add,34,1,3,1
489,10,7,mult,70,1,3,2
489,5,14,add,19,1,3,3
489,7,14,mult,98,1,3,4
489,15,2,mult,30,1,3,5
489,14,13,mult,112,0,3,6
489,19,6,mult,94,0,3,7
489,21,8,mult,168,1,3,8
489,23,19,mult,300,0,3,9
489,7,16,mult,102,0,3,10
3264,5,14,add,19,1,3,1
3264,19,6,mult,114,1,3,2
3264,10,7,mult,70,1,3,3
3264,23,19,mult,437,1,3,4
3264,14,13,mult,182,1,3,5
3264,7,14,mult,98,1,3,6
3264,21,8,mult,1,0,3,7
3264,7,16,mult,112,1,3,8
3264,13,21,add,34,1,3,9
3264,15,2,mult,30,1,3,10
2019,10,7,mult,70,1,3,1
2019,15,2,mult,30,1,3,2
2019,21,8,mult,168,1,3,3
2019,23,19,mult,207,0,3,4
2019,7,16,mult,92,0,3,5
2019,19,6,mult,114,1,3,6
2019,13,21,add,34,1,3,7
2019,14,13,mult,182,1,3,8
2019,5,14,add,19,1,3,9
2019,7,14,mult,98,1,3,10
2254,13,21,add,34,1,3,1
2254,5,14,add,19,1,3,2
2254,21,8,mult,168,1,3,3
2254,19,6,mult,114,1,3,4
2254,7,16,mult,112,1,3,5
2254,23,19,mult,7,0,3,6
2254,7,14,mult,98,1,3,7
2254,15,2,mult,30,1,3,8
2254,14,13,mult,182,1,3,9
2254,10,7,mult,70,1,3,10
5650,5,14,add,19,1,3,1
5650,23,19,mult,227,0,3,2
5650,19,6,mult,114,1,3,3
5650,13,21,add,34,1,3,4
5650,7,14,mult,98,1,3,5
5650,21,8,mult,168,1,3,6
5650,10,7,mult,70,1,3,7
5650,14,13,mult,112,0,3,8
5650,7,16,mult,112,1,3,9
5650,15,2,mult,30,1,3,10
5698,13,21,add,34,1,3,1
5698,15,2,mult,30,1,3,2
5698,5,14,add,19,1,3,3
5698,7,14,mult,98,1,3,4
5698,7,16,mult,112,1,3,5
5698,14,13,mult,112,0,3,6
5698,21,8,mult,168,1,3,7
5698,23,19,mult,239,0,3,8
5698,10,7,mult,70,1,3,9
5698,19,6,mult,104,0,3,10
5468,21,8,mult,168,1,3,1
5468,5,14,add,19,1,3,2
5468,7,16,mult,132,0,3,3
5468,19,6,mult,112,0,3,4
5468,15,2,mult,30,1,3,5
5468,7,14,mult,98,1,3,6
5468,13,21,add,34,1,3,7
5468,14,13,mult,182,1,3,8
5468,23,19,mult,441,0,3,9
5468,10,7,mult,70,1,3,10
5190,14,13,mult,182,1,3,1
5190,10,7,mult,70,1,3,2
5190,23,19,mult,437,1,3,3
5190,19,6,mult,114,1,3,4
5190,7,14,mult,49,0,3,5
5190,15,2,mult,30,1,3,6
5190,13,21,add,24,0,3,7
5190,7,16,mult,2,0,3,8
5190,5,14,add,19,1,3,9
5190,21,8,mult,168,1,3,10
5559,19,6,mult,104,0,3,1
5559,5,14,add,19,1,3,2
5559,7,14,mult,91,0,3,3
5559,23,19,mult,437,1,3,4
5559,13,21,add,34,1,3,5
5559,7,16,mult,112,1,3,6
5559,21,8,mult,168,1,3,7
5559,15,2,mult,30,1,3,8
5559,14,13,mult,182,1,3,9
5559,10,7,mult,70,1,3,10
4651,14,13,mult,182,1,3,1
4651,15,2,mult,30,1,3,2
4651,13,21,add,34,1,3,3
4651,5,14,add,19,1,3,4
4651,10,7,mult,70,1,3,5
4651,19,6,mult,114,1,3,6
4651,23,19,mult,437,1,3,7
4651,7,16,mult,112,1,3,8
4651,21,8,mult,168,1,3,9
4651,7,14,mult,50,0,3,10
5187,10,7,mult,70,1,3,1
5187,13,21,add,34,1,3,2
5187,23,19,mult,227,0,3,3
5187,7,14,mult,98,1,3,4
5187,19,6,mult,114,1,3,5
5187,7,16,mult,112,1,3,6
5187,5,14,add,19,1,3,7
5187,21,8,mult,168,1,3,8
5187,15,2,mult,30,1,3,9
5187,14,13,mult,156,0,3,10
4523,13,21,add,34,1,3,1
4523,19,6,mult,114,1,3,2
4523,15,2,mult,30,1,3,3
4523,5,14,add,19,1,3,4
4523,14,13,mult,183,0,3,5
4523,7,16,mult,102,0,3,6
4523,23,19,mult,437,1,3,7
4523,21,8,mult,168,1,3,8
4523,7,14,mult,98,1,3,9
4523,10,7,mult,70,1,3,10
5509,5,14,add,19,1,3,1
5509,7,14,mult,98,1,3,2
5509,23,19,mult,417,0,3,3
5509,14,13,mult,182,1,3,4
5509,10,7,mult,70,1,3,5
5509,15,2,mult,30,1,3,6
5509,7,16,mult,112,1,3,7
5509,13,21,add,34,1,3,8
5509,21,8,mult,168,1,3,9
5509,19,6,mult,114,1,3,10
4988,10,7,mult,70,1,3,1
4988,14,13,mult,152,0,3,2
4988,21,8,mult,168,1,3,3
4988,7,14,mult,98,1,3,4
4988,19,6,mult,114,1,3,5
4988,23,19,mult,437,1,3,6
4988,5,14,add,19,1,3,7
4988,13,21,add,34,1,3,8
4988,15,2,mult,30,1,3,9
4988,7,16,mult,112,1,3,10
3193,5,14,add,19,1,3,1
3193,13,21,add,34,1,3,2
3193,7,14,mult,98,1,3,3
3193,21,8,mult,168,1,3,4
3193,15,2,mult,30,1,3,5
3193,23,19,mult,221,0,3,6
3193,19,6,mult,114,1,3,7
3193,7,16,mult,112,1,3,8
3193,14,13,mult,112,0,3,9
3193,10,7,mult,70,1,3,10
2306,13,21,add,34,1,3,1
2306,7,16,mult,112,1,3,2
2306,19,6,mult,114,1,3,3
2306,15,2,mult,30,1,3,4
2306,10,7,mult,70,1,3,5
2306,14,13,mult,182,1,3,6
2306,7,14,mult,98,1,3,7
2306,5,14,add,19,1,3,8
2306,23,19,mult,427,0,3,9
2306,21,8,mult,168,1,3,10
5274,7,14,mult,162,0,3,1
5274,5,14,add,19,1,3,2
5274,21,8,mult,168,1,3,3
5274,19,6,mult,114,1,3,4
5274,15,2,mult,30,1,3,5
5274,23,19,mult,480,0,3,6
5274,7,16,mult,437,0,3,7
5274,10,7,mult,70,1,3,8
5274,13,21,add,34,1,3,9
5274,14,13,mult,142,0,3,10
5696,23,19,mult,337,0,3,1
5696,14,13,mult,182,1,3,2
5696,19,6,mult,116,0,3,3
5696,5,14,add,19,1,3,4
5696,7,16,mult,112,1,3,5
5696,13,21,add,34,1,3,6
5696,7,14,mult,98,1,3,7
5696,15,2,mult,30,1,3,8
5696,21,8,mult,168,1,3,9
5696,10,7,mult,70,1,3,10
4428,5,14,add,19,1,3,1
4428,23,19,mult,441,0,3,2
4428,15,2,mult,30,1,3,3
4428,14,13,mult,183,0,3,4
4428,13,21,add,34,1,3,5
4428,7,14,mult,98,1,3,6
4428,21,8,mult,168,1,3,7
4428,10,7,mult,70,1,3,8
4428,19,6,mult,114,1,3,9
4428,7,16,mult,112,1,3,10
5631,21,8,mult,168,1,3,1
5631,7,14,mult,98,1,3,2
5631,14,13,mult,172,0,3,3
5631,15,2,mult,30,1,3,4
5631,23,19,mult,437,1,3,5
5631,10,7,mult,70,1,3,6
5631,19,6,mult,114,1,3,7
5631,5,14,add,19,1,3,8
5631,13,21,add,34,1,3,9
5631,7,16,mult,102,0,3,10
5151,21,8,mult,168,1,3,1
5151,7,16,mult,122,0,3,2
5151,10,7,mult,70,1,3,3
5151,5,14,add,19,1,3,4
5151,7,14,mult,98,1,3,5
5151,15,2,mult,30,1,3,6
5151,19,6,mult,114,1,3,7
5151,13,21,add,34,1,3,8
5151,23,19,mult,4,0,3,9
5151,14,13,mult,192,0,3,10
5266,7,14,mult,98,1,3,1
5266,21,8,mult,168,1,3,2
5266,23,19,mult,437,1,3,3
5266,10,7,mult,70,1,3,4
5266,5,14,add,19,1,3,5
5266,7,16,mult,112,1,3,6
5266,15,2,mult,30,1,3,7
5266,14,13,mult,182,1,3,8
5266,13,21,add,34,1,3,9
5266,19,6,mult,114,1,3,10
1459,23,19,mult,437,1,3,1
1459,7,14,mult,98,1,3,2
1459,15,2,mult,30,1,3,3
1459,19,6,mult,114,1,3,4
1459,10,7,mult,70,1,3,5
1459,21,8,mult,168,1,3,6
1459,5,14,add,19,1,3,7
1459,14,13,mult,182,1,3,8
1459,7,16,mult,112,1,3,9
1459,13,21,add,34,1,3,10
4645,14,13,mult,182,1,3,1
4645,7,16,mult,112,1,3,2
4645,21,8,mult,168,1,3,3
4645,10,7,mult,70,1,3,4
4645,19,6,mult,114,1,3,5
4645,13,21,add,34,1,3,6
4645,23,19,mult,437,1,3,7
4645,7,14,mult,98,1,3,8
4645,5,14,add,19,1,3,9
4645,15,2,mult,30,1,3,10
5701,5,14,add,19,1,3,1
5701,14,13,mult,182,1,3,2
5701,23,19,mult,437,1,3,3
5701,10,7,mult,70,1,3,4
5701,13,21,add,34,1,3,5
5701,21,8,mult,168,1,3,6
5701,7,14,mult,98,1,3,7
5701,19,6,mult,114,1,3,8
5701,7,16,mult,112,1,3,9
5701,15,2,mult,30,1,3,10
5494,7,16,mult,742,0,3,1
5494,21,8,mult,168,1,3,2
5494,10,7,mult,70,1,3,3
5494,14,13,mult,142,0,3,4
5494,19,6,mult,116,0,3,5
5494,7,14,mult,98,1,3,6
5494,15,2,mult,30,1,3,7
5494,13,21,add,34,1,3,8
5494,5,14,add,19,1,3,9
5494,23,19,mult,224,0,3,10
2830,5,14,add,19,1,3,1
2830,10,7,mult,70,1,3,2
2830,21,8,mult,168,1,3,3
2830,13,21,add,34,1,3,4
2830,7,14,mult,98,1,3,5
2830,15,2,mult,30,1,3,6
2830,19,6,mult,114,1,3,7
2830,7,16,mult,114,0,3,8
2830,23,19,mult,222,0,3,9
2830,14,13,mult,182,1,3,10
5561,13,21,add,34,1,3,1
5561,10,7,mult,70,1,3,2
5561,19,6,mult,114,1,3,3
5561,7,14,mult,98,1,3,4
5561,14,13,mult,182,1,3,5
5561,5,14,add,19,1,3,6
5561,23,19,mult,437,1,3,7
5561,21,8,mult,168,1,3,8
5561,7,16,mult,112,1,3,9
5561,15,2,mult,30,1,3,10
4998,15,2,mult,30,1,3,1
4998,10,7,mult,70,1,3,2
4998,23,19,mult,437,1,3,3
4998,19,6,mult,114,1,3,4
4998,14,13,mult,182,1,3,5
4998,7,14,mult,98,1,3,6
4998,21,8,mult,168,1,3,7
4998,5,14,add,19,1,3,8
4998,13,21,add,24,0,3,9
4998,7,16,mult,112,1,3,10
5534,23,19,mult,150,0,3,1
5534,7,14,mult,98,1,3,2
5534,7,16,mult,105,0,3,3
5534,10,7,mult,70,1,3,4
5534,15,2,mult,30,1,3,5
5534,5,14,add,19,1,3,6
5534,14,13,mult,156,0,3,7
5534,19,6,mult,114,1,3,8
5534,13,21,add,34,1,3,9
5534,21,8,mult,168,1,3,10
4970,21,8,mult,168,1,3,1
4970,19,6,mult,114,1,3,2
4970,13,21,add,273,0,3,3
4970,14,13,mult,182,1,3,4
4970,7,16,mult,112,1,3,5
4970,23,19,mult,437,1,3,6
4970,15,2,mult,30,1,3,7
4970,7,14,mult,98,1,3,8
4970,5,14,add,70,0,3,9
4970,10,7,mult,70,1,3,10
5329,23,19,mult,487,0,3,1
5329,7,16,mult,52,0,3,2
5329,5,14,add,19,1,3,3
5329,19,6,mult,114,1,3,4
5329,13,21,add,34,1,3,5
5329,14,13,mult,182,1,3,6
5329,7,14,mult,98,1,3,7
5329,21,8,mult,168,1,3,8
5329,15,2,mult,30,1,3,9
5329,10,7,mult,70,1,3,10
5607,10,7,mult,70,1,3,1
5607,14,13,mult,182,1,3,2
5607,21,8,mult,168,1,3,3
5607,5,14,add,19,1,3,4
5607,23,19,mult,437,1,3,5
5607,7,16,mult,112,1,3,6
5607,7,14,mult,98,1,3,7
5607,15,2,mult,30,1,3,8
5607,13,21,add,34,1,3,9
5607,19,6,mult,114,1,3,10
5608,15,2,mult,30,1,3,1
5608,5,14,add,19,1,3,2
5608,7,16,mult,112,1,3,3
5608,23,19,mult,437,1,3,4
5608,21,8,mult,168,1,3,5
5608,10,7,mult,70,1,3,6
5608,13,21,add,34,1,3,7
5608,7,14,mult,98,1,3,8
5608,19,6,mult,112,0,3,9
5608,14,13,mult,182,1,3,10
4328,10,7,mult,70,1,3,1
4328,19,6,mult,114,1,3,2
4328,23,19,mult,447,0,3,3
4328,7,14,mult,98,1,3,4
4328,14,13,mult,178,0,3,5
4328,21,8,mult,168,1,3,6
4328,7,16,mult,112,1,3,7
4328,13,21,add,34,1,3,8
4328,5,14,add,19,1,3,9
4328,15,2,mult,30,1,3,10
4237,21,8,mult,168,1,3,1
4237,13,21,add,34,1,3,2
4237,5,14,add,19,1,3,3
4237,14,13,mult,182,1,3,4
4237,15,2,mult,30,1,3,5
4237,7,14,mult,98,1,3,6
4237,7,16,mult,112,1,3,7
4237,19,6,mult,116,0,3,8
4237,23,19,mult,437,1,3,9
4237,10,7,mult,70,1,3,10
5415,13,21,add,34,1,3,1
5415,7,14,mult,98,1,3,2
5415,21,8,mult,168,1,3,3
5415,23,19,mult,437,1,3,4
5415,19,6,mult,114,1,3,5
5415,7,16,mult,112,1,3,6
5415,10,7,mult,70,1,3,7
5415,5,14,add,19,1,3,8
5415,14,13,mult,182,1,3,9
5415,15,2,mult,30,1,3,10
4174,19,6,mult,92,0,3,1
4174,13,21,add,34,1,3,2
4174,10,7,mult,70,1,3,3
4174,23,19,mult,235,0,3,4
4174,15,2,mult,30,1,3,5
4174,21,8,mult,843,0,3,6
4174,7,14,mult,728,0,3,7
4174,7,16,mult,354,0,3,8
4174,5,14,add,19,1,3,9
4174,14,13,mult,9,0,3,10
4708,7,16,mult,112,1,3,1
4708,14,13,mult,142,0,3,2
4708,13,21,add,273,0,3,3
4708,23,19,mult,437,1,3,4
4708,10,7,mult,70,1,3,5
4708,5,14,add,19,1,3,6
4708,15,2,mult,30,1,3,7
4708,19,6,mult,114,1,3,8
4708,21,8,mult,168,1,3,9
4708,7,14,mult,98,1,3,10
5616,21,8,mult,168,1,3,1
5616,5,14,add,19,1,3,2
5616,23,19,mult,457,0,3,3
5616,10,7,mult,70,1,3,4
5616,13,21,add,34,1,3,5
5616,15,2,mult,30,1,3,6
5616,19,6,mult,540,0,3,7
5616,7,16,mult,126,0,3,8
5616,7,14,mult,98,1,3,9
5616,14,13,mult,182,1,3,10
5633,13,21,add,34,1,3,1
5633,19,6,mult,114,1,3,2
5633,21,8,mult,168,1,3,3
5633,15,2,mult,30,1,3,4
5633,7,14,mult,98,1,3,5
5633,14,13,mult,182,1,3,6
5633,5,14,add,19,1,3,7
5633,10,7,mult,70,1,3,8
5633,23,19,mult,437,1,3,9
5633,7,16,mult,112,1,3,10
5366,19,6,mult,114,1,3,1
5366,10,7,mult,70,1,3,2
5366,15,2,mult,30,1,3,3
5366,14,13,mult,182,1,3,4
5366,13,21,add,33,0,3,5
5366,7,14,mult,98,1,3,6
5366,21,8,mult,168,1,3,7
5366,7,16,mult,112,1,3,8
5366,5,14,add,19,1,3,9
5366,23,19,mult,437,1,3,10
5418,21,8,mult,168,1,3,1
5418,5,14,add,19,1,3,2
5418,23,19,mult,437,1,3,3
5418,7,16,mult,112,1,3,4
5418,7,14,mult,98,1,3,5
5418,15,2,mult,30,1,3,6
5418,14,13,mult,182,1,3,7
5418,10,7,mult,70,1,3,8
5418,13,21,add,34,1,3,9
5418,19,6,mult,114,1,3,10
5681,10,7,mult,70,1,3,1
5681,7,16,mult,112,1,3,2
5681,15,2,mult,30,1,3,3
5681,13,21,add,34,1,3,4
5681,5,14,add,19,1,3,5
5681,21,8,mult,168,1,3,6
5681,7,14,mult,98,1,3,7
5681,14,13,mult,152,0,3,8
5681,19,6,mult,114,1,3,9
5681,23,19,mult,499,0,3,10
3893,19,6,mult,114,1,3,1
3893,13,21,add,34,1,3,2
3893,7,16,mult,112,1,3,3
3893,10,7,mult,70,1,3,4
3893,21,8,mult,168,1,3,5
3893,5,14,add,19,1,3,6
3893,15,2,mult,30,1,3,7
3893,14,13,mult,182,1,3,8
3893,23,19,mult,637,0,3,9
3893,7,14,mult,98,1,3,10
5400,10,7,mult,70,1,3,1
5400,19,6,mult,114,1,3,2
5400,21,8,mult,168,1,3,3
5400,23,19,mult,237,0,3,4
5400,7,14,mult,98,1,3,5
5400,5,14,add,19,1,3,6
5400,15,2,mult,30,1,3,7
5400,7,16,mult,112,1,3,8
5400,13,21,add,34,1,3,9
5400,14,13,mult,182,1,3,10
2664,7,16,mult,112,1,3,1
2664,14,13,mult,202,0,3,2
2664,21,8,mult,168,1,3,3
2664,19,6,mult,114,1,3,4
2664,7,14,mult,98,1,3,5
2664,15,2,mult,30,1,3,6
2664,23,19,mult,427,0,3,7
2664,10,7,mult,70,1,3,8
2664,13,21,add,34,1,3,9
2664,5,14,add,19,1,3,10
5221,10,7,mult,70,1,3,1
5221,7,14,mult,98,1,3,2
5221,14,13,mult,126,0,3,3
5221,21,8,mult,168,1,3,4
5221,15,2,mult,30,1,3,5
5221,23,19,mult,437,1,3,6
5221,13,21,add,34,1,3,7
5221,7,16,mult,112,1,3,8
5221,5,14,add,19,1,3,9
5221,19,6,mult,114,1,3,10
3186,7,16,mult,112,1,3,1
3186,15,2,mult,30,1,3,2
3186,13,21,add,34,1,3,3
3186,14,13,mult,182,1,3,4
3186,19,6,mult,114,1,3,5
3186,23,19,mult,437,1,3,6
3186,21,8,mult,168,1,3,7
3186,5,14,add,19,1,3,8
3186,7,14,mult,98,1,3,9
3186,10,7,mult,70,1,3,10
